work_id,recommendation_id,mp_id,mp_name,work_name,category,sub_category,state,district,constituency,block,village,latitude,longitude,recommended_amount,sanctioned_amount,expenditure_amount,remaining_amount,recommendation_date,sanction_date,start_date,expected_completion_date,actual_completion_date,status,progress_percentage,implementing_agency_id,implementing_agency_name,document_count,photo_count,has_completion_certificate,source_type
MPL-2024-RA-000017,REC-2023-3869,MP-LS-17-45,Hon'ble Member of Parliament (Jaipur Rural),"Solar Street Light Grid (50 poles) at Kukas, Block Sanganer",Solar & Renewable Energy,Solar Street Light Grid (50 poles),Rajasthan,Jaipur,Jaipur Rural,Sanganer,Kukas,26.8867,75.7505,920000.0,820000.0,658000.0,162000.0,2023-03-20,2023-04-28,2023-05-15,2024-01-02,,Ongoing,73.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,3,1,False,DEMO/SYNTHETIC DATA
MPL-2024-MA-000018,REC-2023-7129,MP-LS-17-68,Hon'ble Member of Parliament (Thane),"High-Mast Solar Lighting Chowk at Khadavali, Block Murbad",Solar & Renewable Energy,High-Mast Solar Lighting Chowk,Maharashtra,Thane,Thane,Murbad,Khadavali,19.14,72.9061,440000.0,440000.0,440000.0,0.0,2023-08-13,2023-09-19,2023-10-14,2024-06-09,2024-07-08,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),5,3,True,DEMO/SYNTHETIC DATA
MPL-2024-BI-000019,REC-2023-1710,MP-LS-17-50,Hon'ble Member of Parliament (Patna Sahib),"Village Waste Segregation Shed at Baikatpur, Block Phulwari Sharif",Health & Sanitation,Village Waste Segregation Shed,Bihar,Patna,Patna Sahib,Phulwari Sharif,Baikatpur,25.605,85.0845,2060000.0,1910000.0,1386000.0,524000.0,2023-10-23,2023-11-26,2023-12-21,2024-06-24,,Ongoing,79.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,2,2,False,DEMO/SYNTHETIC DATA
MPL-2024-KE-000020,REC-2023-8566,MP-LS-17-61,Hon'ble Member of Parliament (Ernakulam),"Panchayat Community Hall at Cherai, Block Muvattupuzha",Community Infrastructure,Panchayat Community Hall,Kerala,Ernakulam,Ernakulam,Muvattupuzha,Cherai,9.9373,76.2251,1230000.0,1080000.0,1080000.0,0.0,2023-02-16,2023-03-30,2023-04-29,2023-09-11,2023-10-15,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),5,2,True,DEMO/SYNTHETIC DATA
MPL-2024-KE-000021,REC-2023-3879,MP-LS-17-91,Hon'ble Member of Parliament (Ernakulam),"CC Road Construction at Cherai, Block Muvattupuzha",Rural Roads & Bridges,CC Road Construction,Kerala,Ernakulam,Ernakulam,Muvattupuzha,Cherai,9.9325,76.3476,3760000.0,3760000.0,1055000.0,2705000.0,2023-10-24,2023-12-18,2023-12-30,2024-07-08,,Ongoing,26.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,4,1,False,DEMO/SYNTHETIC DATA
MPL-2024-RA-000022,REC-2023-5718,MP-LS-17-54,Hon'ble Member of Parliament (Jaipur Rural),"Rooftop Solar for Govt Hospital at Manoharpur, Block Sanganer",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,Rajasthan,Jaipur,Jaipur Rural,Sanganer,Manoharpur,26.9161,75.7497,660000.0,610000.0,610000.0,0.0,2023-01-06,2023-02-19,2023-03-15,2023-09-11,2023-09-11,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),5,3,True,DEMO/SYNTHETIC DATA
MPL-2024-UT-000023,REC-2023-7153,MP-LS-17-22,Hon'ble Member of Parliament (Varanasi),"Panchayat Community Hall at Badagaon, Block Sewapuri",Community Infrastructure,Panchayat Community Hall,Uttar Pradesh,Varanasi,Varanasi,Sewapuri,Badagaon,25.3755,83.0488,2280000.0,2280000.0,2280000.0,0.0,2023-07-05,2023-08-03,2023-08-18,2023-12-28,2024-01-15,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,4,True,DEMO/SYNTHETIC DATA
MPL-2024-BI-000024,REC-2023-5542,MP-LS-17-34,Hon'ble Member of Parliament (Patna Sahib),"Additional Classroom Building at Baikatpur, Block Fatuha",Education & Classrooms,Additional Classroom Building,Bihar,Patna,Patna Sahib,Fatuha,Baikatpur,25.5434,85.078,2870000.0,2820000.0,2820000.0,0.0,2023-04-12,2023-05-20,2023-06-05,2024-03-17,2024-02-26,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,5,4,True,DEMO/SYNTHETIC DATA
MPL-2024-KA-000025,REC-2023-5177,MP-LS-17-46,Hon'ble Member of Parliament (Bangalore North),"School Science Laboratory at Singanayakanahalli, Block Yelahanka",Education & Classrooms,School Science Laboratory,Karnataka,Bengaluru Urban,Bangalore North,Yelahanka,Singanayakanahalli,12.9641,77.6258,2390000.0,2340000.0,691000.0,1649000.0,2023-07-25,2023-08-18,2023-09-08,2024-06-12,,Ongoing,31.0,AGY-DRDA-04,District Rural Development Agency (DRDA),4,1,False,DEMO/SYNTHETIC DATA
MPL-2024-WE-000026,REC-2023-1666,MP-LS-17-94,Hon'ble Member of Parliament (Krishnanagar),"Link Road Widening at Dhubulia, Block Nabadwip",Rural Roads & Bridges,Link Road Widening,West Bengal,Nadia,Krishnanagar,Nabadwip,Dhubulia,23.4008,88.4731,1870000.0,1770000.0,1770000.0,0.0,2023-10-25,2023-11-29,2023-12-14,2024-09-13,2024-10-14,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,5,4,True,DEMO/SYNTHETIC DATA
MPL-2024-BI-000027,REC-2023-6489,MP-LS-17-39,Hon'ble Member of Parliament (Patna Sahib),"School Science Laboratory at Sabbalpur, Block Danapur",Education & Classrooms,School Science Laboratory,Bihar,Patna,Patna Sahib,Danapur,Sabbalpur,25.5662,85.0669,930000.0,880000.0,602000.0,278000.0,2023-11-15,2023-12-13,2024-01-11,2024-07-26,,Ongoing,72.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,2,False,DEMO/SYNTHETIC DATA
MPL-2024-AS-000028,REC-2023-3786,MP-LS-17-25,Hon'ble Member of Parliament (Gauhati),"Community Public Toilet Complex at Sualkuchi, Block Hajo",Health & Sanitation,Community Public Toilet Complex,Assam,Kamrup,Gauhati,Hajo,Sualkuchi,26.0887,91.7677,2280000.0,2230000.0,2230000.0,0.0,2023-10-04,2023-11-28,2023-12-28,2024-09-01,2024-08-13,Completed,100.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,5,3,True,DEMO/SYNTHETIC DATA
MPL-2024-KA-000029,REC-2023-3689,MP-LS-17-61,Hon'ble Member of Parliament (Bangalore North),"Additional Classroom Building at Attibele, Block Yelahanka",Education & Classrooms,Additional Classroom Building,Karnataka,Bengaluru Urban,Bangalore North,Yelahanka,Attibele,13.03,77.637,890000.0,840000.0,0.0,840000.0,2023-10-28,2023-11-22,2023-12-10,2024-06-27,,Sanctioned,0.0,AGY-DRDA-04,District Rural Development Agency (DRDA),2,0,False,DEMO/SYNTHETIC DATA
MPL-2024-KE-000030,REC-2023-3018,MP-LS-17-91,Hon'ble Member of Parliament (Ernakulam),"Piped Water Overhead Tank at Kalamassery, Block Aluva",Drinking Water,Piped Water Overhead Tank,Kerala,Ernakulam,Ernakulam,Aluva,Kalamassery,9.9254,76.2839,1970000.0,1820000.0,1358000.0,462000.0,2023-10-04,2023-11-26,2023-12-25,2024-08-02,,Ongoing,71.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,3,1,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000031,REC-2023-7534,MP-LS-17-95,Hon'ble Member of Parliament (Patna Sahib),"Rooftop Solar for Govt Hospital at Sabbalpur, Block Fatuha",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,Bihar,Patna,Patna Sahib,Fatuha,Sabbalpur,25.6729,85.1644,1200000.0,1050000.0,0.0,1050000.0,2023-01-02,2023-02-19,2023-03-08,2023-07-11,,Sanctioned,0.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,2,0,False,DEMO/SYNTHETIC DATA
MPL-2024-KA-000032,REC-2023-8348,MP-LS-17-79,Hon'ble Member of Parliament (Bangalore North),"Public Bus Passenger Shelter at Attibele, Block Bengaluru North",Community Infrastructure,Public Bus Passenger Shelter,Karnataka,Bengaluru Urban,Bangalore North,Bengaluru North,Attibele,12.9321,77.538,1240000.0,1140000.0,0.0,1140000.0,2023-03-22,2023-05-20,2023-06-11,2023-12-14,,Sanctioned,0.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,2,0,False,DEMO/SYNTHETIC DATA
MPL-2024-KA-000033,REC-2023-6778,MP-LS-17-53,Hon'ble Member of Parliament (Bangalore North),"Hand Pump Installation Cluster at Mandur, Block Bengaluru North",Drinking Water,Hand Pump Installation Cluster,Karnataka,Bengaluru Urban,Bangalore North,Bengaluru North,Mandur,12.972,77.6608,2480000.0,2480000.0,2480000.0,0.0,2023-10-23,2023-11-17,2023-11-28,2024-08-25,2024-09-13,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,5,4,True,DEMO/SYNTHETIC DATA
MPL-2024-RA-000034,REC-2023-4834,MP-LS-17-93,Hon'ble Member of Parliament (Jaipur Rural),"Deep Borewell & Solar Pump System at Nayla, Block Kotputli",Drinking Water,Deep Borewell & Solar Pump System,Rajasthan,Jaipur,Jaipur Rural,Kotputli,Nayla,26.8774,75.8401,1440000.0,1440000.0,858000.0,582000.0,2023-09-05,2023-10-06,2023-11-01,2024-06-18,,Ongoing,66.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,3,1,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000035,REC-2023-4966,MP-LS-17-35,Hon'ble Member of Parliament (Patna Sahib),"Deep Borewell & Solar Pump System at Ranipur, Block Bakhtiarpur",Drinking Water,Deep Borewell & Solar Pump System,Bihar,Patna,Patna Sahib,Bakhtiarpur,Ranipur,25.6677,85.0673,1740000.0,1740000.0,1165000.0,575000.0,2023-08-16,2023-09-06,2023-10-05,2024-05-29,,Ongoing,61.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,2,2,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000036,REC-2023-2302,MP-LS-17-28,Hon'ble Member of Parliament (Patna Sahib),"Crematorium Shed with Amenities at Jethuli, Block Bakhtiarpur",Community Infrastructure,Crematorium Shed with Amenities,Bihar,Patna,Patna Sahib,Bakhtiarpur,Jethuli,25.5169,85.1969,1260000.0,1160000.0,569000.0,591000.0,2023-04-05,2023-05-20,2023-06-10,2023-11-30,,Ongoing,48.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,2,1,False,DEMO/SYNTHETIC DATA
MPL-2024-MA-000037,REC-2023-4318,MP-LS-17-15,Hon'ble Member of Parliament (Thane),"Senior Citizen Recreation Shed at Titwala, Block Kalyan",Community Infrastructure,Senior Citizen Recreation Shed,Maharashtra,Thane,Thane,Kalyan,Titwala,19.2451,72.9278,1410000.0,1260000.0,432000.0,828000.0,2023-11-07,2023-12-18,2024-01-04,2024-09-18,,Ongoing,38.0,AGY-PWD-01,Public Works Department (PWD) Division I,4,1,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000038,REC-2023-9940,MP-LS-17-46,Hon'ble Member of Parliament (Patna Sahib),"School Boundary Wall & Sanitation at Baikatpur, Block Bakhtiarpur",Education & Classrooms,School Boundary Wall & Sanitation,Bihar,Patna,Patna Sahib,Bakhtiarpur,Baikatpur,25.5434,85.1558,2320000.0,2220000.0,2220000.0,0.0,2023-07-02,2023-08-05,2023-09-01,2024-05-23,2024-05-16,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,5,3,True,DEMO/SYNTHETIC DATA
MPL-2024-UT-000039,REC-2023-4930,MP-LS-17-52,Hon'ble Member of Parliament (Varanasi),"Health Diagnostic Equipment at Rampur, Block Kashi Vidyapeeth",Health & Sanitation,Health Diagnostic Equipment,Uttar Pradesh,Varanasi,Varanasi,Kashi Vidyapeeth,Rampur,25.3162,83.0507,1390000.0,1290000.0,1290000.0,0.0,2023-03-12,2023-04-28,2023-05-11,2023-12-22,2024-01-06,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,5,4,True,DEMO/SYNTHETIC DATA
MPL-2024-RA-000040,REC-2023-5093,MP-LS-17-70,Hon'ble Member of Parliament (Jaipur Rural),"Hand Pump Installation Cluster at Nayla, Block Sanganer",Drinking Water,Hand Pump Installation Cluster,Rajasthan,Jaipur,Jaipur Rural,Sanganer,Nayla,26.9694,75.7916,1330000.0,1330000.0,1330000.0,0.0,2023-06-01,2023-06-24,2023-07-20,2023-12-20,2023-12-24,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),4,4,True,DEMO/SYNTHETIC DATA
MPL-2024-KA-000041,REC-2023-9854,MP-LS-17-71,Hon'ble Member of Parliament (Bangalore North),"High-Mast Solar Lighting Chowk at Singanayakanahalli, Block Anekal",Solar & Renewable Energy,High-Mast Solar Lighting Chowk,Karnataka,Bengaluru Urban,Bangalore North,Anekal,Singanayakanahalli,13.0196,77.6719,1250000.0,1250000.0,598000.0,652000.0,2023-04-15,2023-06-07,2023-06-30,2024-01-16,,Ongoing,47.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,2,3,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000042,REC-2023-6303,MP-LS-17-65,Hon'ble Member of Parliament (Patna Sahib),"Piped Water Overhead Tank at Gauri Chak, Block Bakhtiarpur",Drinking Water,Piped Water Overhead Tank,Bihar,Patna,Patna Sahib,Bakhtiarpur,Gauri Chak,25.5238,85.12,1630000.0,1580000.0,1580000.0,0.0,2023-07-01,2023-07-31,2023-08-17,2024-04-20,2024-05-05,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,4,True,DEMO/SYNTHETIC DATA
MPL-2024-WE-000043,REC-2023-6014,MP-LS-17-52,Hon'ble Member of Parliament (Krishnanagar),"Panchayat Community Hall at Tehatta, Block Nabadwip",Community Infrastructure,Panchayat Community Hall,West Bengal,Nadia,Krishnanagar,Nabadwip,Tehatta,23.3666,88.4716,2900000.0,2850000.0,2850000.0,0.0,2023-02-12,2023-04-01,2023-04-14,2023-09-01,2023-09-07,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,4,2,True,DEMO/SYNTHETIC DATA
MPL-2024-UT-000044,REC-2023-8970,MP-LS-17-88,Hon'ble Member of Parliament (Varanasi),"RO Water Treatment Plant at Rampur, Block Kashi Vidyapeeth",Drinking Water,RO Water Treatment Plant,Uttar Pradesh,Varanasi,Varanasi,Kashi Vidyapeeth,Rampur,25.3951,82.9968,1190000.0,1040000.0,1040000.0,0.0,2023-04-25,2023-06-07,2023-07-02,2023-12-06,2023-12-07,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),4,4,True,DEMO/SYNTHETIC DATA
MPL-2024-MA-000045,REC-2023-9226,MP-LS-17-86,Hon'ble Member of Parliament (Thane),"School Boundary Wall & Sanitation at Vashind, Block Ambernath",Education & Classrooms,School Boundary Wall & Sanitation,Maharashtra,Thane,Thane,Ambernath,Vashind,19.2691,72.9707,930000.0,930000.0,930000.0,0.0,2023-06-21,2023-07-31,2023-08-28,2024-03-11,2024-03-21,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),5,4,True,DEMO/SYNTHETIC DATA
MPL-2024-UT-000046,REC-2023-2365,MP-LS-17-19,Hon'ble Member of Parliament (Varanasi),"School Boundary Wall & Sanitation at Harahua, Block Cholapur",Education & Classrooms,School Boundary Wall & Sanitation,Uttar Pradesh,Varanasi,Varanasi,Cholapur,Harahua,25.3178,83.0367,1020000.0,970000.0,970000.0,0.0,2023-11-20,2023-12-17,2024-01-07,2024-07-17,2024-08-17,Completed,100.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,5,4,True,DEMO/SYNTHETIC DATA
MPL-2024-KA-000047,REC-2023-6872,MP-LS-17-62,Hon'ble Member of Parliament (Bangalore North),"CC Road Construction at Attibele, Block Yelahanka",Rural Roads & Bridges,CC Road Construction,Karnataka,Bengaluru Urban,Bangalore North,Yelahanka,Attibele,12.9838,77.5198,2210000.0,2110000.0,0.0,2110000.0,2023-03-07,2023-05-04,2023-05-25,2023-10-22,,Sanctioned,0.0,AGY-DRDA-04,District Rural Development Agency (DRDA),2,0,False,DEMO/SYNTHETIC DATA
MPL-2024-RA-000048,REC-2023-3030,MP-LS-17-34,Hon'ble Member of Parliament (Jaipur Rural),"Deep Borewell & Solar Pump System at Bassi, Block Chaksu",Drinking Water,Deep Borewell & Solar Pump System,Rajasthan,Jaipur,Jaipur Rural,Chaksu,Bassi,26.9053,75.8628,1880000.0,1730000.0,1037000.0,693000.0,2023-10-24,2023-12-10,2024-01-08,2024-08-30,,Ongoing,62.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,3,False,DEMO/SYNTHETIC DATA
MPL-2024-MA-000049,REC-2023-5152,MP-LS-17-69,Hon'ble Member of Parliament (Thane),"Rooftop Solar for Govt Hospital at Titwala, Block Bhiwandi",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,Maharashtra,Thane,Thane,Bhiwandi,Titwala,19.1575,72.9689,580000.0,530000.0,530000.0,0.0,2023-11-11,2023-12-08,2023-12-22,2024-08-26,2024-09-30,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,5,2,True,DEMO/SYNTHETIC DATA
MPL-2024-BI-000050,REC-2023-7296,MP-LS-17-42,Hon'ble Member of Parliament (Patna Sahib),"High-Mast Solar Lighting Chowk at Sabbalpur, Block Sampatchak",Solar & Renewable Energy,High-Mast Solar Lighting Chowk,Bihar,Patna,Patna Sahib,Sampatchak,Sabbalpur,25.6486,85.2091,620000.0,620000.0,365000.0,255000.0,2023-03-23,2023-04-21,2023-05-02,2024-01-24,,Ongoing,55.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,2,False,DEMO/SYNTHETIC DATA
MPL-2024-RA-000051,REC-2023-7508,MP-LS-17-59,Hon'ble Member of Parliament (Jaipur Rural),"CC Road Construction at Bagru, Block Amer",Rural Roads & Bridges,CC Road Construction,Rajasthan,Jaipur,Jaipur Rural,Amer,Bagru,26.978,75.778,2650000.0,2600000.0,2600000.0,0.0,2023-03-07,2023-04-07,2023-04-28,2023-10-23,2023-11-17,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,4,True,DEMO/SYNTHETIC DATA
MPL-2024-KE-000052,REC-2023-3770,MP-LS-17-19,Hon'ble Member of Parliament (Ernakulam),"Rooftop Solar for Govt Hospital at Perumbavoor, Block Paravur",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,Kerala,Ernakulam,Ernakulam,Paravur,Perumbavoor,9.9282,76.2817,1370000.0,1220000.0,1220000.0,0.0,2023-04-22,2023-06-16,2023-06-27,2024-04-13,2024-05-12,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,5,2,True,DEMO/SYNTHETIC DATA
